rpid,点赞数量,用户,性别,等级,评论内容,发布时间
137879819248,1,南宫星宇,男,6,好人一生平安 [奥比岛_击爪][奥比岛_击爪][奥比岛_击爪][奥比岛_击爪],39天前发布
137874909488,1,4-二甲氨基吡啶,保密,5,不仅仅能商用，也能加快国内字体的二次开发，丰富开源社区[打call][打call][打call],39天前发布
137872980336,1,极向暗轮,男,5,草，守望先锋字体（,39天前发布
137865520896,1,Hooh主人,保密,5,真羨慕，可惜沒有繁體[大哭]希望自己的本名能用這個字體呈現，讓人能跟著微笑,39天前发布
137864326480,1,弎無堂-刘唐敏,男,6,o！我的卡密[大哭][大哭],39天前发布
137857173136,1,伊坂1saka,保密,6,好,39天前发布
137856947488,1,又想耀了吗,男,5,请问这个字体如何设置成手机字体？vivo手机。,39天前发布
137853609040,1,粗壮有力的媳妇,保密,5,原来是去搞字体了,39天前发布
137853533984,1,柒和肆丶,男,6,感谢，日后会尝试用在自己的店铺上,39天前发布
137853233216,1,1234567meng,男,6,很期待如何用这个字体设计韩文。,39天前发布
137853156624,1,我叫阿秋ya,男,4,虽然已经不做这行了，但是还是投币，给up回血,39天前发布
137852911696,1,YeeAlily,女,4,一键三连了,39天前发布
137850704336,1,行睿kya,女,6,格局[支持][支持][支持][支持][支持][支持],39天前发布
137850176544,1,35732781049_bili,男,5,弱弱的问一句怎么用呀？？下载了之后？？,39天前发布
137841669024,1,KxxTicc,保密,4,[打call][打call][打call][打call],39天前发布
137838468816,1,氦纤,保密,4,英语真的很像衡水体，高中生狂喜[doge],39天前发布
137836020160,1,bilbil_760036882,保密,4,网络的赞歌就是开源的赞歌，网络的伟大就是开源的伟大，收下吧，UP主，这是我最后的三连了！,39天前发布
137835387600,1,煮酒论星辰,男,4,UP 大局观,39天前发布
137832488032,1,橙之桔,保密,6,下一个作业就用您的字体,39天前发布
137828151600,1,笙之林Szl,保密,5,看不懂，只能点赞投币呜呜呜,39天前发布
137826143296,1,Food流油啊,保密,3,希望up可以加我。顺利的话我们会结婚，一起去苏州吃螃蟹，一起去青岛吹海风，一起去广西吃螺蛳粉，一起去迪士尼看烟花，一起去沂蒙山看日出日落，去新疆吃烤串儿，去北京吃烤鸭，去东北吃鸡架，去重庆吃火锅，去陕西吃泡馍，去武汉吃热干面，我们会有一个灿烂的余生。不顺利的话我再发给另一个up,39天前发布
137824135136,1,我不变态吗,保密,5,佩服大佬，设计这个是真的费劲，中文字体是特别多，不像英文是26个字母，无论这么搞花样也不会那么费劲，而且还要做各种适配，中国的字体大多都差不多几种类型，并且很多字体设计适配性很差，看了大佬的字体，发现适配性很高，不会出现一群汉仪秀英体中出现一个微软雅黑的不协调性，我如果看到这种情况一般都是重新用这款字体的偏旁拼，重新做一个这样风格的字体太累了，以上是真心话，其实我也有想过做字体来着，不过都是乱想，做这个太累了，让我在除了工作时间去搞这个是不可能的，就算会做也是做几个意思意思自娱自乐一下[热词系列_好耶],39天前发布
137823310208,1,Camever,保密,6,互联网最初的分享精神[支持][支持][支持],39天前发布
137815972704,1,Mircn,男,6,牛！！！牛！！批！！！！！,39天前发布
137813228800,1,星野干拉,女,4,你得意的嘿嘿嘿,39天前发布
137812099920,1,蓝蜂,保密,5,首先感谢Up的免费商用开源[支持]，其次告诫各位，开源不一定是免费商用哦[笑哭]，用前千万注意使用证书，使用非免费商用的开源字体同样需要付费，同时也要注意使用条件和版权归属等等。,39天前发布
137809385008,1,凌战天袭,男,3,投币比点赞还多，哈哈哈,39天前发布
137809265328,1,野生拟南芥捏,保密,4,很强,39天前发布
137807724896,1,渡边鱼子酱丶,保密,6,太牛了,39天前发布
137802358960,1,bickman,男,6,作为美术设计字体非常不错，作为编程字体因为英文不是mono，不是很合适，现在编程字体里面还是等距更纱黑体中英文显示都不错，英文用的JetBrainMono NF效果不错。,39天前发布
137801649536,1,Rhubarb2014,男,6,@杨光_建厨师 快来给大家再做一次开水白菜吧，期待你们的相遇个碰撞[嗑瓜子],39天前发布
137800573360,1,原神最新兑换码,女,6,爱了,39天前发布
137792885600,1,婕祁兔,男,6,镇牛逼,39天前发布
137791368064,1,POWERZ_DESIGN,男,6,医学那个𬌗字，我看好像都被颌给代替了哎，就是口腔颌面外科吧？ 我在网上查也查不到 都说现在叫颌了，[笑哭],39天前发布
137790040272,1,湘瑾-,男,6,为什么不是holy斜体,39天前发布
137788756240,1,ZHbiubiu,保密,4,感谢创作者的无私奉献，谢谢up主,39天前发布
137788703392,1,四两不觉千斤重,保密,5,为众人抱薪者，不可使其扼于风雪；为自由开路者，不可使其困于荆棘。点赞、投币、一键三连[点赞],39天前发布
137787439024,1,streaking_man,男,5,已经在博客里使用了，确实很cool，结合实际观感，建议字号不要低于16，不然屏幕稍微拉一点，看起来就很累了,39天前发布
137784538736,1,Yulawrence,男,5,开源真的很牛[打call],39天前发布
137781622976,1,哎呦呦卧槽槽,保密,4,有没有shx的字体,40天前发布
137780568016,1,一句再见、说不出口,保密,6,向你致敬！,40天前发布
137779412480,1,cqtsnu,保密,5,我最常用的是「呀豁儿黑」字体，就是听起来没那么得意…………,40天前发布
137777632784,1,Al迷梦,男,6,谢谢你，开源侠[大哭],40天前发布
137776235728,1,训练有素的医生HUGH,保密,4,致敬真正的互联网精神,40天前发布
137774091776,1,讲遍碎碎念念,保密,4,感觉这款字体无时无刻在笑 有个笑容的嘴角[打call],40天前发布
137770278880,1,浪湫,保密,5,实不相瞒，我现实中写字虽然难看，但确实是圆的[doge],40天前发布
137769751504,1,涂鸦街独大北,女,6,以后你的视频我全都三连，没二话[大哭],40天前发布
137768044880,1,昵称值这六个币,男,5,问一下up手机怎么用这款字体啊[脱单doge],40天前发布
137767506160,1,IT李老师,男,6,感谢，开源字体。作为程序员，找个IDE里合适的中文字体是在太难,40天前发布
137767449328,1,车投影,保密,5,大佬！！,40天前发布
137767293648,1,__Chips__,女,6,老师永远的神[大哭][跪了][跪了],40天前发布
