rpid,点赞数量,用户,性别,等级,评论内容,发布时间
143052117664,1,这个橙子好辣,保密,6,后面的介绍的快速傅里叶变换算法感觉和傅里叶变换没啥联系呀,4天前发布
142892336384,0,不会波函数,保密,5,什么是卷只因,5天前发布
142905038512,0,罗门_汪,男,6,痛苦的回忆[囧],5天前发布
142962825088,1,卡比的哥哥,男,4,看卡比进,5天前发布
143518044816,0,亲亲小甜菜,女,5,nb 这就讲通了,1天前发布
142976444800,1,t-ButLithium,男,4,大家有没有过在数学网课上偷看数学视频的经历[doge]在数学课上学数学，没有一点问题,5天前发布
143042193840,1,鱼桑ya,男,6,看封面和标题还以为是教怎么画出体积的[tv_目瞪口呆],4天前发布
142890531280,4,XZR謝老,保密,5,🤔,5天前发布
142969152176,1,Nuoxi丶伯言,男,6,最近学图像处理  刚好看一眼,5天前发布
143000396000,1,汪dick,保密,4,记得第一次用卷积就是找一个光滑函数逼近绝对值函数,5天前发布
142990579968,1,like小玉米,男,5,今天也是爱死3b1b字幕组的一天,5天前发布
142893048208,1,晓月坠-,男,4,[星星眼],5天前发布
142890621824,1,NeueZIe,男,5,更新了[打call][打call][打call],5天前发布
142910597216,1,dovisutu,保密,5,卷积定理 + 认识到进制乘法就是卷积x进位 = 快乘法卷积线性 + 傅变线性 + 指数“好”性质 = 卷积定理（,5天前发布
142892451296,1,欧几里得时空,保密,4,[保卫萝卜_哇],5天前发布
142922933440,1,半脑浆糊,保密,5,过去状态对现在的影响[OK],5天前发布
142891540384,2,橙汁TFT,男,5,前天刚考完信号与系统[委屈][委屈],5天前发布
142891993920,1,比沙雕还要沙雕的沙雕,男,3,[热词系列_好家伙][doge],5天前发布
142916483360,1,e宇航员,男,6,时域卷积，频域相乘,5天前发布
142912275312,1,自信的柠檬茶,保密,6,1、卡农2、我记得之前是不是不发过一次,5天前发布
142933136976,1,迪亚鸽布van度,男,5,我超，刚好在做YOLO V3，这也太巧了,5天前发布
142927426288,1,娭茯苓,保密,5,到达电信院，拉式变换太美了家人们，还是从激励响应和解微分方程开始吧,5天前发布
142918576416,1,lbrony,保密,6,为什么在我概率论挂了之后才更新呢[笑哭],5天前发布
142890889008,0,枯燥增长知识,保密,5,学习前来看一个[脱单doge],5天前发布
142897823504,1,33199452122_bili,保密,5,i2dl刚好讲到！,5天前发布
142932724368,5,桃纸的ID涉嫌违规,保密,5,上热门了[大哭]没法一个人偷偷卷了[大哭][脱单doge],5天前发布
142903141248,1,指南的玫瑰,保密,5,考研休息区[doge],5天前发布
142908273616,1,Seronda,保密,6,所以概率的概率的第三部分更新的可能性是0，且必不可能发生是吗[脱单doge],5天前发布
142897022816,1,Lanovet,男,6,统计专业的朋友们集合,5天前发布
142900356464,1,笨蛋猪头倒栽葱H,保密,6,卡比超可爱捏！[崩坏3·光辉矢愿_让我摸摸],5天前发布
142893755376,1,云柄,男,5,星之卡比（？）,5天前发布
142902756976,1,杨梅吐气Jerry,男,5,这让我想到了之前做题提到了一种计算乘法的方法叫“写算”，就是把乘数写在外面，每个数的乘积写在有斜线的格子里，斜向连续加起来就得到结果。第一次接触到的时候感觉woc好厉害，现在感觉有一点理解了[OK],5天前发布
142896110608,1,持续前进者,保密,5,小白才看完卷积神经网络就出卷积视频了[doge],5天前发布
142890510160,1,ALFalpha,保密,4,1播放！,5天前发布
142890800640,1,Hardiskmorn,保密,4,热乎着[星星眼],5天前发布
142895329712,1,青灯残庙孤坐余生,男,6,我记得卷积是可以将两个不同纬度进行组合来着，有无大佬详细科普下[星星眼],5天前发布
142891114096,2,Sun_Cold,保密,6,我去，你上期结尾还发明年见来着，高产啊,5天前发布
142891644640,1,身上就像有麻衣在爬,女,5,那年刚学傅里叶变换的时候我也是看的3b1b[笑哭][笑哭],5天前发布
142891085664,0,我小叮当不小心,男,5,有点烫,5天前发布
142894532032,1,手残的蛋挞君,保密,6,在通信的角度来讲，卷积还是比较包罗万象的，混频、滤波、相关等等都有体现。,5天前发布
142892779488,1,oneQuiz,男,6,刚考完信号与系统😂,5天前发布
143570344640,0,无恶不作周俊晨,保密,5,今天考完专业课才看到，信号与系统，错过了无数考点[笑哭],1天前发布
143530693872,0,Brendan_Cooper,男,5,算法向量也许可以用到,1天前发布
143515540528,0,小斌bin,男,5,卷积神经网络,1天前发布
143152695936,0,鸡翅就是鸡翅没错,男,6,后天考试,4天前发布
143055790480,0,吉子DiMolto,男,4,喜欢，喜欢喜欢！,4天前发布
143067509888,0,你女朋友是我的哦,保密,5,刚学完[喜欢][喜欢],4天前发布
143028764096,0,KeithJin,保密,5,impressive,4天前发布
143217802832,0,20090615tby,保密,2,视频数太臭了[脱单doge][doge],3天前发布
143139217232,0,浮芒Friman,男,5,离散卷积,4天前发布
143137259664,0,来世还作方块人,保密,4,3b1b YYDS!,4天前发布
143071156048,0,Pure_Code,男,5,组会打卡,4天前发布
142923597296,0,改个名字就花6枚硬币,男,5,终于等到你了，卷积,5天前发布
142890522496,1,哈皮养老院,保密,3,！[打call][打call][打call][打call][打call],5天前发布
143117891664,0,倒戈艾戈,保密,5,[星星眼][星星眼][星星眼],4天前发布
143086167296,0,格尔泰,女,5,（AFO）OIer报道！,4天前发布
142899401072,0,geji格叽格叽格叽格叽,保密,5,[热词系列_知识增加],5天前发布
143186132720,0,星光大道xyz,保密,5,FFT! TLE!,3天前发布
142997971104,0,闪电巨魔,保密,5,牛,5天前发布
142920646304,0,很少笑吃全麦的面包,男,6,喜,5天前发布
142906878144,0,苹果也日食,保密,4,哇哦！,5天前发布
143166288816,0,Rockeyboard,保密,6,poyo?poyo!,4天前发布
142909933168,0,采姑娘的小蘑菇---,保密,3,6,5天前发布
143060049088,0,吉子DiMolto,男,4,圆圈一出现，，我就没再听懂了,4天前发布
143086219744,0,_B_M_,男,5,OIer看得热血沸腾的,4天前发布
142947883760,0,搞怪的游侠,保密,4,？高产了,5天前发布
142924334192,0,妃宮ちはや,保密,6,来了,5天前发布
142915933104,0,AsZero_,男,4,第114个视频（恼）,5天前发布
142898749168,0,ccks_,保密,5,终于更新了。,5天前发布
143235365648,0,气囊胶,保密,5,算法狗点赞！,3天前发布
