rpid,点赞数量,用户,性别,等级,评论内容,发布时间
139346275584,1,18318823617_bili,保密,3,不仅说了FFT，还涉及到了压缩感知,29天前发布
139216700944,1,彼得同学-,男,5,我一个学管理的为什么要点进来[笑哭],30天前发布
139170653648,1,Ah菠萝,男,5,量子计算里面傅立叶变换也是一个核心算法,30天前发布
139106214784,1,礼部尚书不上疏,保密,5,快进到拉氏变换,31天前发布
139100712912,1,慢慢Zzzzz,男,5,17 正片开始,31天前发布
139090230544,1,江琉儿mc,男,5,remaster,31天前发布
139086457808,1,闻人白水,保密,5,[吃瓜],31天前发布
139074141568,1,雪霁饮春秋,女,5,看完这视频感觉比之前学的时候都透彻，之前只是记概念公式而已[脸红],31天前发布
139051244592,1,狼獾Wolverene,保密,5,傅里叶变换的时频转换为很多问题带来了一个全新的分析思路，而快速傅里叶变换无疑是推动傅里叶变换应用的一大助力。,31天前发布
139040600192,1,ララティーナ,男,6,你能讲讲卷积么哥 correlation那块本身有点抽象的,31天前发布
139028100096,1,御电法狮,保密,4,信嚎与系统[捂脸],31天前发布
139025487600,1,diamond_153,男,5,OIer探头,31天前发布
139024563696,1,丨Boogie_Pop丨,保密,6,上课半懂，现在懂了,31天前发布
139020981872,1,shenghua_adije,男,6,fft在密码学里面也很常用啊，fhe和pqc,31天前发布
138986821536,1,黑纸协议,保密,3,[热词系列_爷关更],32天前发布
138971097376,1,猪哥好坏,保密,6,后面有点没懂每次都是1/2最后怎么是nlogn了[笑哭],32天前发布
138944570752,1,满月女王贝拉拉,男,5,这学期正在学数字信号处理[贝拉kira_累趴],32天前发布
138940219664,1,狄波_,男,6,[星瞳_敬礼]确实，懂了,32天前发布
138940167840,1,三_五_十五,男,6,好早,32天前发布
139123449504,2,糖心37,保密,5,[热]@吃烧烤要刷好多好多酱,31天前发布
141720150208,2,冬云研究所,女,5,弹幕没看过真理元素的就别发弹幕了 节奏就是这样的 从一个故事讲到别的 又突然回归正题,13天前发布
139018841584,4,datahelper,保密,6,//www.cnblogs.com/jdogkead/p/13395457.html 对算法感兴趣的可以看看这个,31天前发布
138961416240,3,苏联最后の昭和武士,男,6,还好苏联造出了核武器，要不然世界真就被美国统治了,32天前发布
139104632976,1,享受lifev,男,5,哈哈哈哈，无敌了，一看见FFT我就知道是快速傅立叶变换,31天前发布
139134132432,1,环保卫生员,保密,4,头有点痒，开始长脑子了,31天前发布
140605907744,1,技术卷,保密,3,笑死，弹幕全是顶尖科学家在纠正爱因斯坦,21天前发布
